BCI-AV#,Blissymbol,English,Derivation - explanation,POS,Swedish,Derivation - explanation svenska ,Norwegian,Derivation - explanation Norwegian ,Finnish,Hungarian,German,Dutch,Afrikaans,Russian,Icelandic,Lithuanian,Latvian,Polish,French,Spanish,Portugese,Italian,Danish,WinBliss,
8560,,J_(uppercase),(Latin English uppercase letter J) - Character,WHITE,J (stora),(Latin English uppercase letter J)  - Character,J (stor bokstav),,J (iso kirjain),J (nagybetű),J (Großbuchstabe),J (hoofdletter),J (hoofletter),J (прописная буква),J (hástafur),J_ (didžioji),J (lielais burts),J (wielka litera),J (lettre majuscule),J (letra mayúscula),J (letra maiúscula),J (lettera maiuscola),J (stort bogstav),Z#1#1#0#0#10#35#11#J#0#6*%£,
8561,,K_(uppercase),(Latin English uppercase letter K) - Character,WHITE,K (stora),(Latin English uppercase letter K)  - Character,K (stor bokstav),,K (iso kirjain),K (nagybetű),K (Großbuchstabe),K (hoofdletter),K (hoofletter),K (прописная буква),K (hástafur),K_ (didžioji),K (lielais burts),K (wielka litera),K (lettre majuscule),K (letra mayúscula),K (letra maiúscula),K (lettera maiuscola),K (stort bogstav),Z#1#1#0#0#10#35#11#K#0#6*%£,
8562,,L_(uppercase),(Latin English uppercase letter L) - Character,WHITE,L (stora),(Latin English uppercase letter L)  - Character,L (stor bokstav),,L (iso kirjain),L (nagybetű),L (Großbuchstabe),L (hoofdletter),L (hoofletter),L (прописная буква),L (hástafur),L_ (didžioji),L (lielais burts),L (wielka litera),L (lettre majuscule),L (letra mayúscula),L (letra maiúscula),L (lettera maiuscola),L (stort bogstav),Z#1#1#0#0#10#35#11#L#0#6*%£,
8563,,M_(uppercase),(Latin English uppercase letter M) - Character,WHITE,M (stora),(Latin English uppercase letter M)  - Character,M (stor bokstav),,M (iso kirjain),M (nagybetű),M (Großbuchstabe),M (hoofdletter),M (hoofletter),M (прописная буква),M (hástafur),M_ (didžioji),M (lielais burts),M (wielka litera),M (lettre majuscule),M (letra mayúscula),M (letra maiúscula),M (lettera maiuscola),M (stort bogstav),Z#1#1#0#0#10#35#11#M#0#6*%£,
8564,,N_(uppercase),(Latin English uppercase letter N) - Character,WHITE,N (stora),(Latin English uppercase letter N)  - Character,N (stor bokstav),,N (iso kirjain),N (nagybetű),N (Großbuchstabe),N (hoofdletter),N (hoofletter),N (прописная буква),N (hástafur),N_ (didžioji),N (lielais burts),N (wielka litera),N (lettre majuscule),N (letra mayúscula),N (letra maiúscula),N (lettera maiuscola),N (stort bogstav),Z#1#1#0#0#10#35#11#N#0#6*%£,
8565,,O_(uppercase),(Latin English uppercase letter O) - Character,WHITE,O (stora),(Latin English uppercase letter O)  - Character,O (stor bokstav),,O (iso kirjain),O (nagybetű),O (Großbuchstabe),O (hoofdletter),O (hoofletter),O (прописная буква),O (hástafur),O_ (didžioji),O (lielais burts),O (wielka litera),O (lettre majuscule),O (letra mayúscula),O (letra maiúscula),O (lettera maiuscola),O (stort bogstav),Z#1#1#0#0#10#35#11#O#0#6*%£,
8566,,P_(uppercase),(Latin English uppercase letter P) - Character,WHITE,P (stora),(Latin English uppercase letter P)  - Character,P (stor bokstav),,P (iso kirjain),P (nagybetű),P (Großbuchstabe),P (hoofdletter),P (hoofletter),P (прописная буква),P (hástafur),P_ (didžioji),P (lielais burts),P (wielka litera),P (lettre majuscule),P (letra mayúscula),P (letra maiúscula),P (lettera maiuscola),P (stort bogstav),Z#1#1#0#0#10#35#11#P#0#6*%£,
8567,,Q_(uppercase),(Latin English uppercase letter Q) - Character,WHITE,Q (stora),(Latin English uppercase letter Q)  - Character,Q (stor bokstav),,Q (iso kirjain),Q (nagybetű),Q (Großbuchstabe),Q (hoofdletter),Q (hoofletter),Q (прописная буква),Q (hástafur),Q_ (didžioji),Q (lielais burts),Q (wielka litera),Q (lettre majuscule),Q (letra mayúscula),Q (letra maiúscula),Q (lettera maiuscola),Q (stort bogstav),Z#1#1#0#0#10#35#11#Q#0#6*%£,
8568,,R_(uppercase),(Latin English uppercase letter R) - Character,WHITE,R (stora),(Latin English uppercase letter R)  - Character,R (stor bokstav),,R (iso kirjain),R (nagybetű),R (Großbuchstabe),R (hoofdletter),R (hoofletter),R (прописная буква),R (hástafur),R_ (didžioji),R (lielais burts),R (wielka litera),R (lettre majuscule),R (letra mayúscula),R (letra maiúscula),R (lettera maiuscola),R (stort bogstav),Z#1#1#0#0#10#35#11#R#0#6*%£,
8569,,S_(uppercase),(Latin English uppercase letter S) - Character,WHITE,S (stora),(Latin English uppercase letter S)  - Character,S (stor bokstav),,S (iso kirjain),S (nagybetű),S (Großbuchstabe),S (hoofdletter),S (hoofletter),S (прописная буква),S (hástafur),S_ (didžioji),S (lielais burts),S (wielka litera),S (lettre majuscule),S (letra mayúscula),S (letra maiúscula),S (lettera maiuscola),S (stort bogstav),Z#1#1#0#0#10#35#11#S#0#6*%£,
8570,,T_(uppercase),(Latin English uppercase letter T) - Character,WHITE,T (stora),(Latin English uppercase letter T)  - Character,T (stor bokstav),,T (iso kirjain),T (nagybetű),T (Großbuchstabe),T (hoofdletter),T (hoofletter),T (прописная буква),T (hástafur),T_ (didžioji),T (lielais burts),T (wielka litera),T (lettre majuscule),T (letra mayúscula),T (letra maiúscula),T (lettera maiuscola),T (stort bogstav),Z#1#1#0#0#10#35#11#T#0#6*%£,
8571,,U_(uppercase),(Latin English uppercase letter U) - Character,WHITE,U (stora),(Latin English uppercase letter U)  - Character,U (stor bokstav),,U (iso kirjain),U (nagybetű),U (Großbuchstabe),U (hoofdletter),U (hoofletter),U (прописная буква),U (hástafur),U_ (didžioji),U (lielais burts),U (wielka litera),U (lettre majuscule),U (letra mayúscula),U (letra maiúscula),U (lettera maiuscola),U (stort bogstav),Z#1#1#0#0#10#35#11#U#0#6*%£,
8572,,V_(uppercase),(Latin English uppercase letter V) - Character,WHITE,V (stora),(Latin English uppercase letter V)  - Character,V (stor bokstav),,V (iso kirjain),V (nagybetű),V (Großbuchstabe),V (hoofdletter),V (hoofletter),V (прописная буква),V (hástafur),V_ (didžioji),V (lielais burts),V (wielka litera),V (lettre majuscule),V (letra mayúscula),V (letra maiúscula),V (lettera maiuscola),V (stort bogstav),Z#1#1#0#0#10#35#11#V#0#6*%£,
8573,,W_(uppercase),(Latin English uppercase letter W) - Character,WHITE,W (stora),(Latin English uppercase letter W)  - Character,W (stor bokstav),,W (iso kirjain),W (nagybetű),W (Großbuchstabe),W (hoofdletter),W (hoofletter),W (прописная буква),W (hástafur),W_ (didžioji),W (lielais burts),W (wielka litera),W (lettre majuscule),W (letra mayúscula),W (letra maiúscula),W (lettera maiuscola),W (stort bogstav),Z#1#1#0#0#10#35#11#W#0#6*%£,
8574,,X_(uppercase),(Latin English uppercase letter X) - Character,WHITE,X (stora),(Latin English uppercase letter X)  - Character,X (stor bokstav),,X (iso kirjain),X (nagybetű),X (Großbuchstabe),X (hoofdletter),X (hoofletter),X (прописная буква),X (hástafur),X_ (didžioji),X (lielais burts),X (wielka litera),X (lettre majuscule),X (letra mayúscula),X (letra maiúscula),X (lettera maiuscola),X (stort bogstav),Z#1#1#0#0#10#35#11#X#0#6*%£,
8575,,Y_(uppercase),(Latin English uppercase letter Y) - Character,WHITE,Y (stora),(Latin English uppercase letter Y)  - Character,Y (stor bokstav),,Y (iso kirjain),Y (nagybetű),Y (Großbuchstabe),Y (hoofdletter),Y (hoofletter),Y (прописная буква),Y (hástafur),Y_ (didžioji),Y (lielais burts),Y (wielka litera),Y (lettre majuscule),Y (letra mayúscula),Y (letra maiúscula),Y (lettera maiuscola),Y (stort bogstav),Z#1#1#0#0#10#35#11#Y#0#6*%£,
8576,,Z_(uppercase),(Latin English uppercase letter Z) - Character,WHITE,Z (stora),(Latin English uppercase letter Z)  - Character,Z (stor bokstav),,Z (iso kirjain),Z (nagybetű),Z (Großbuchstabe),Z (hoofdletter),Z (hoofletter),Z (прописная буква),Z (hástafur),Z_ (didžioji),Z (lielais burts),Z (wielka litera),Z (lettre majuscule),Z (letra mayúscula),Z (letra maiúscula),Z (lettera maiuscola),Z (stort bogstav),Z#1#1#0#0#10#35#11#Z#0#6*%£,
8993,,indicator_(action),"(action [quarter-sized]: placed above a symbol to create (1) the infinitive form of a verb, and (2) the present tense of a verb) - Character (indicator)",GRAY,"operator (handling, infinitiv)","(action [quarter-sized]: placed above a symbol to create (1) the infinitive form of a verb, and (2) the present tense of a verb)  - Character (indicator)","indikator (infinitiv, handling)",,toiminnan merkki,cselekvésjel (igét jelző nyelvtani indikátor),"Indikator (Handlung, Infinitiv, Gegenwart)",indicator tegenwoordige tijd,"aanwyser (teenwoordige tyd, infinitief) (aksie)",индикатор (неопр.ф.гл.),vísir (verknaður),rodiklis (veiksmažodio),indikators (darbības vārds),wyznacznik czasownika ,indicateur de verbe (action),indicador (acción),,,,V#5#1#0#0#4#27#5##0#4*%£,
8994,,indicator_(active),(action indicator [modification]: turned on its side and pointing forward: placed above a symbol to emphasize that something is acting on something else. The symbol is logically related to about.) - Character (indicator - modified),GRAY,operator (handling aktiv form),(action indicator [modification]: turned on its side and pointing forward: placed above a symbol to emphasize that something is acting on something else. The symbol is logically related to about.) - Character (indicator - modified),indikator (aktiv form),,aktiivin merkki,,"Indikator (Handlung, aktive Form)",indicator (active),aanwyser (aktief),индикатор (творит.залог гл.),vísir (verknaður virk),rodiklis (aktyvumo),indikators (aktīvā forma),wyznacznik strony czynnej,indicateur du verbe à la voix active,indicador (activo),,,,V#5#2#0#0#4#27#5##0#4*%£,
8995,,indicator_(conditional),(question mark [quarter-sized]: placed above a symbol to indicate the equivalent of the English present conditional form) - Character (indicator),GRAY,operator (konditionalis),(question mark [quarter-sized]: placed above a symbol to indicate the equivalent of the English present conditional form)  - Character (indicator),indikator (preteritum futurum),,mahdollisen toiminnan merkki,feltételes jelen idő jele (nyelvtani indikátor),"Indikator (Bedingungsform, Irrealis)",indicator voorwaardelijk tegenwoordige tijd,"aanwyser (kondisioneel, voorwaardelik, voorwaardelike wys)",индикатор (услов.наклон.гл.),vísir (verknaður skilyrt),rodiklis (sąlygos),indikators (nosacītais laiks),wyznacznik trybu przypuszczającego,indicateur du conditionnel,indicador (condicional),,,,Y#25#1#0#0#4#29#5##0#4*%£,
8996,,indicator_(description_after_fact),"(description indicator + dot: placed above a symbol to indicate meanings equivalent to an English past participle, usually with an -ed or -en ending) - Character (superimposed - indicator)",GRAY,operator (värdering efter faktum),"(description indicator + dot: placed above a symbol to indicate meanings equivalent to an English past participle, usually with an -ed or -en ending)  - Character (superimposed - indicator)",indikator (vurdering etter fakta),,kuvailu tilanteen jälkeen -merkki,múlt idejű melléknévi igenév jele ,"Indikator (Beschreibung nach Tatsache, Partizip II)",indicator beschrijving na feit,aanwyser (na die feit),индикатор (описание после факта),vísir (lýsing á eftir staðreynd),rodiklis (po fakto),indikators (pagātnes forma),wyznacznik przymiotnika o zakończonym wartościowaniu (np. śmierć z tym wyznacznikem utworzy symbol „zmarły),indicateur d'évaluation après le fait,indicador (descripción posterior al hecho),,,,V#5#3#0#0#4#27#5##0#4*&Q#1#1#0#3#4#30#5##0#4*%£,
8997,,indicator_(description_before_fact),(dot + description indicator: the dot comes before the indicator: placed above a symbol to produce meanings equivalent to English words ending in -able) - Character (superimposed - indicator),GRAY,operator (värdering före faktum),(dot + description indicator: the dot comes before the indicator: placed above a symbol to produce meanings equivalent to English words ending in -able)  - Character (superimposed - indicator),indikator (vurdering før fakta),,kuvailu ennen tilannetta -merkki,jelen idejű melléknévi igenév jele,Indikator (Beschreibung vor der Tatsache),indictor beschrijving voor het feit,aanwyser (voor die feit),индикатор (описание до факта),vísir (lýsing á undan staðreynd),rodiklis (prieš faktą),indikators (līdz faktam),wyznacznik przymiotnika o niezakończonym wartościowaniu (śmierć--> umierający),indicateur d'évaluation avant le fait,indicador (descripción anterior al hecho),,,,Q#1#1#0#0#4#30#5##0#4*&V#5#3#0#1#4#31#5##0#4*%£,
8998,,indicator_(description),(evaluation [quarter-sized]: placed above a symbol to show that it is describing or evaluating something. This indicator produces meanings equivalent to English adjectives and adverbs.) - Character (indicator),GRAY,"operator (värdering, adjektiv, adverb)",(evaluation [quarter-sized]: placed above a symbol to show that it is describing or evaluating something. This indicator produces meanings equivalent to English adjectives and adverbs.)  - Character (indicator),indikator (vurdering),,kuvailun merkki,minősítő jel (melléknevet jelző nyelvtani indikátor),"Indikator (Beschreibung, Adjektive, Adverbien)",indicator beschrijving,aanwyser (beskrywing),"индикатор (имя прилаг.,описание)","vísir (lýsing, lýsingarorð)",rodiklis (ateities veiksmo),indikators (aprakstoša forma),wyznacznik przymiotnika,indicateur de description,indicador (descripción),,,,V#5#3#0#0#4#27#5##0#4*%£,
8999,,indicator_(future_action),(future [quarter-sized]: placed above a symbol to indicate future action) - Character (indicator),GRAY,"operator (handling framtid, futurum)",(future [quarter-sized]: placed above a symbol to indicate future action)  - Character (indicator),"indikator (presens futurum, handling framtid)",,tulevan toiminnan merkki,jövő idő jele (jövő idejű cselekvés indikátora),"Indikator (Handlung, Zukunft)",indicator toekomende tijd,aanwyser (toekomende tyd),индикатор (буд. вр. гл.),vísir (sögn í framtíð),rodiklis (būsimasis veiksmas,indikators (nākotnes forma),wyznacznik czasu przyszłego,indicateur de verbe au futur,indicador (acción futura),,,,K#5#4#0#0#4#29#5##0#4*%£,
9000,,indicator_(future_conditional),(conditional indicator + future action indicator: placed above a symbol to indicate the future conditional form) - Character (superimposed - indicator),GRAY,operator (konditionalis framtid),(conditional indicator + future action indicator: placed above a symbol to indicate the future conditional form)  - Character (superimposed - indicator),"indikator (presens futurum perfektum, i framtiden)",,tulevan mahdollisen toiminnan merkki,feltételes jövő idő jele,"Indikator (Bedingungsform, Irrealis, Zukunft)",indicator voorwaardelijk toekomende tijd,"aanwyser (toekomstige tyd kondisioneel, voorwaardelik, voorwaardelike wys)",индикатор (услов.наклон.буд.вр.гл.),"vísir (sögn, skilyrt framtíð)",rodiklis (būsimas sąlyginis),indikators (nākotnes laiks),wyznacznik trybu przypuszczającego czasu przyszłego niedokonanego,indicateur conditionnel futur,indicador (futuro condicional),,,,Y#25#1#0#0#4#29#5##0#4*&K#5#4#0#1#4#31#5##0#4*%£,
9001,,indicator_(future_passive),(passive indicator + future action indicator) - Character (superimposed - indicator),GRAY,operator (passiv form framtid),(passive indicator + future action indicator)  - Character (superimposed - indicator),"indikator (passiv presens futurum, passiv form framtid)",,passiivin ja tulevan toiminnan merkki,,"Indikator (Passiv, Zukunft)",indicator passief toekomende tijd,aanwyser (toekomstige tyd passief),индикатор (страдат.залог буд.вр.гл.),vísir (lýsingarháttur framtíðar),rodiklis (busimas pasyvus) ,indikators (nākotnes pasīvais laiks) ,wyznacznik strony biernej czasu przyszłego,indicateur futur passif,indicador (futuro pasivo),,,,V#5#4#0#0#4#26#5##0#4*&K#5#4#0#2#4#29#5##0#4*%£,
9002,,indicator_(future_passive_conditional),(passive indicator + future conditional indicator) - Character (superimposed - indicator),GRAY,operator (konditionalis passiv form i framtiden),(passive indicator + future conditional indicator)  - Character (superimposed - indicator),"indikator (passiv presens futurum perfektum, passiv form i framtiden)",,passiivin ja tulevan mahdollisen toiminnan merkki,,"Indikator (Bedingungsform, Irrealis, Passiv, Zukunft)",indicator (future passive conditional),aanwyser (toekomstige tyd kondisioneel),"индикатор (страдат.,услов.,буд.вр.гл.)","vísir (lýsingarháttur framtíðar, skilyrt)",rodiklis (būsimas pasyvus sąlyginis),indikators (nākotnes laiks),wyznacznik strony biernej czasu przyszłego trybu przypuszczającego,indicateur conditionnel futur passif,indicador (futuro pasivo condicional),,,,V#5#4#0#0#4#28#5##0#4*&Y#25#1#0#3#4#31#5##0#4*&K#5#4#0#4#4#33#5##0#4*%£,
9003,,indicator_(passive),(action indicator [modification]: turned on its side and pointing backward: placed above a symbol to emphasize that something is being acted upon. The symbol is logically related to by.) - Character (indicator - modified),GRAY,operator (passiv form),(action indicator [modification]: turned on its side and pointing backward: placed above a symbol to emphasize that something is being acted upon. The symbol is logically related to by.) - Character (indicator - modified),indikator (passiv form),,passiivin merkki,t (tárgyrag; ige fölött a csúcs a tárgyra mutat),Indikator (Passiv),indicator passief tegenwoordige tijd,aanwyser (teenwoordige tyd passief),индикатор (страдат. залог гл.),vísir (lýsingarháttur),rodiklis (neveikiamoji rūšis),indikators (pasīvā forma),wyznacznik formy biernej,indicateur du verbe à la voix passive,indicador (pasivo),,,,V#5#4#0#0#4#27#9##0#4*%£,
9004,,indicator_(past_action),(past [quarter-sized]: placed above a symbol to indicate past action) - Character (indicator),GRAY,operator (handling i förfluten tid),(past [quarter-sized]: placed above a symbol to indicate past action)  - Character (indicator),"indikator (preteritum, handling fortid)",,menneen toiminnan merkki,múlt idő jele (ige fölött múltbeli cselekvést jelent),"Indikator (Handlung, Vergangenheit)",indicator verleden tijd,aanwyser (verlede tyd aktief),индикатор (прош.вр.гл.),vísir (sögn í þátíð),rodiklis (praeities veiksmo),indikators (pagatnes forma),wyznacznik czasu przeszłego,indicateur du verbe au passé,indicador (acción pasada),,,,K#5#2#0#0#4#31#5##0#4*%£,
